Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,y,rating
2021-04-05,13594.900390625,13720.580078125,13582.759765625,13705.58984375,4459000000,0.0,0.0,54.56666666666667,neutral
2021-04-06,13681.669921875,13776.7099609375,13674.2802734375,13698.3798828125,4073710000,0.0,0.0,53.5,neutral
2021-04-07,13675.2998046875,13733.0302734375,13653.58984375,13688.83984375,4098740000,0.0,0.0,52.53333333333333,neutral
2021-04-08,13796.8896484375,13830.1396484375,13758.7099609375,13829.3095703125,4153600000,0.0,0.0,48.099999999999994,neutral
2021-04-09,13787.01953125,13905.41015625,13748.349609375,13900.1904296875,3926110000,0.0,0.0,47.5,neutral
2021-04-12,13854.4404296875,13877.0,13783.9501953125,13850.0,4250900000,0.0,0.0,43.43333333333334,fear
2021-04-13,13902.4501953125,14011.509765625,13902.4501953125,13996.099609375,4219360000,0.0,0.0,43.63333333333333,fear
2021-04-14,14004.080078125,14033.6298828125,13839.0400390625,13857.83984375,4120770000,0.0,0.0,39.96666666666667,fear
2021-04-15,13983.23046875,14049.1298828125,13970.419921875,14038.759765625,4406880000,0.0,0.0,47.16666666666668,neutral
2021-04-16,14059.1103515625,14062.5,13977.0498046875,14052.33984375,4427780000,0.0,0.0,51.300000000000004,neutral
2021-04-19,13984.580078125,14041.7900390625,13842.5703125,13914.76953125,4379610000,0.0,0.0,45.26666666666667,neutral
2021-04-20,13894.4599609375,13927.669921875,13698.669921875,13786.26953125,4245120000,0.0,0.0,42.866666666666674,fear
2021-04-21,13745.76953125,13951.349609375,13706.8603515625,13950.2197265625,3999620000,0.0,0.0,49.63333333333333,neutral
2021-04-22,13952.5703125,14015.8701171875,13771.0400390625,13818.41015625,4420820000,0.0,0.0,46.70000000000001,neutral
2021-04-23,13861.3701171875,14062.740234375,13856.830078125,14016.8095703125,4355100000,0.0,0.0,47.699999999999996,neutral
2021-04-26,14052.3798828125,14154.0302734375,14019.5,14138.7802734375,4506210000,0.0,0.0,50.53333333333334,neutral
2021-04-27,14170.91015625,14171.240234375,14064.2802734375,14090.2197265625,4691460000,0.0,0.0,54.800000000000004,neutral
2021-04-28,14082.7802734375,14133.650390625,14034.7001953125,14051.0302734375,4559710000,0.0,0.0,52.400000000000006,neutral
2021-04-29,14204.509765625,14211.5703125,13952.7998046875,14082.5498046875,4928030000,0.0,0.0,56.166666666666664,greed
2021-04-30,13970.73046875,14084.759765625,13941.6298828125,13962.6796875,4792460000,0.0,0.0,46.53333333333333,neutral
2021-05-03,14031.76953125,14042.1201171875,13881.509765625,13895.1201171875,4761430000,0.0,0.0,47.56666666666667,neutral
2021-05-04,13774.509765625,13795.5703125,13485.58984375,13633.5,5879730000,0.0,0.0,43.46666666666667,fear
2021-05-05,13731.1298828125,13753.0498046875,13553.9296875,13582.419921875,4535690000,0.0,0.0,43.03333333333333,fear
2021-05-06,13557.830078125,13635.73046875,13439.3896484375,13632.83984375,5021400000,0.0,0.0,43.93333333333334,fear
2021-05-07,13723.08984375,13828.6201171875,13690.75,13752.240234375,4391100000,0.0,0.0,48.166666666666664,neutral
2021-05-10,13687.58984375,13687.9296875,13401.740234375,13401.8603515625,4818670000,0.0,0.0,44.93333333333334,fear
2021-05-11,13115.849609375,13423.3095703125,13107.669921875,13389.4296875,4738390000,0.0,0.0,42.03333333333334,fear
2021-05-12,13215.490234375,13288.6103515625,13002.5400390625,13031.6796875,4752930000,0.0,0.0,26.766666666666666,fear
2021-05-13,13150.9404296875,13247.8701171875,13007.240234375,13124.990234375,4698110000,0.0,0.0,34.433333333333344,fear
2021-05-14,13255.650390625,13460.8798828125,13242.9697265625,13429.98046875,4022610000,0.0,0.0,35.99999999999999,fear
2021-05-17,13368.7998046875,13399.169921875,13265.400390625,13379.0498046875,3997780000,0.0,0.0,36.36666666666667,fear
2021-05-18,13416.900390625,13485.33984375,13299.9296875,13303.6396484375,4301300000,0.0,0.0,34.03333333333334,fear
2021-05-19,13078.1904296875,13304.6103515625,13072.23046875,13299.740234375,4333520000,0.0,0.0,32.333333333333336,fear
2021-05-20,13356.6298828125,13563.51953125,13355.7099609375,13535.740234375,3990760000,0.0,0.0,32.300000000000004,fear
2021-05-21,13616.1904296875,13616.580078125,13463.259765625,13470.990234375,3733940000,0.0,0.0,29.433333333333334,fear
2021-05-24,13557.2099609375,13708.849609375,13551.009765625,13661.169921875,3509470000,0.0,0.0,29.5,fear
2021-05-25,13721.5400390625,13751.1396484375,13631.7998046875,13657.169921875,4128990000,0.0,0.0,26.66666666666667,fear
2021-05-26,13693.9404296875,13750.16015625,13679.58984375,13738.0,4264500000,0.0,0.0,28.133333333333336,fear
2021-05-27,13742.58984375,13776.51953125,13701.6298828125,13736.2802734375,5087180000,0.0,0.0,30.3,fear
2021-05-28,13792.0498046875,13820.8701171875,13747.6103515625,13748.740234375,4447940000,0.0,0.0,31.566666666666666,fear
2021-06-01,13829.0595703125,13836.169921875,13678.76953125,13736.48046875,4186280000,0.0,0.0,35.4,fear
2021-06-02,13743.240234375,13775.8896484375,13689.740234375,13756.330078125,5097630000,0.0,0.0,42.13333333333333,fear
2021-06-03,13655.75,13684.1298828125,13548.9296875,13614.509765625,5396250000,0.0,0.0,40.800000000000004,fear
2021-06-04,13697.25,13826.8203125,13692.009765625,13814.490234375,4360710000,0.0,0.0,41.9,fear
2021-06-07,13802.8203125,13889.1103515625,13784.8896484375,13881.7197265625,4639210000,0.0,0.0,44.46666666666667,fear
2021-06-08,13946.3203125,13981.7197265625,13831.98046875,13924.91015625,5958410000,0.0,0.0,46.46666666666667,neutral
2021-06-09,13980.23046875,14003.5,13906.4501953125,13911.75,5640490000,0.0,0.0,48.53333333333333,neutral
2021-06-10,13933.8798828125,14031.1904296875,13904.400390625,14020.330078125,4919880000,0.0,0.0,48.9,neutral
2021-06-11,14030.849609375,14069.419921875,14006.58984375,14069.419921875,4157580000,0.0,0.0,51.23333333333334,neutral
2021-06-14,14083.4697265625,14175.4501953125,14056.669921875,14174.1396484375,4415160000,0.0,0.0,54.166666666666664,neutral
2021-06-15,14166.6396484375,14171.01953125,14052.16015625,14072.8603515625,4554580000,0.0,0.0,52.666666666666664,neutral
2021-06-16,14085.5498046875,14129.6904296875,13903.73046875,14039.6796875,4683030000,0.0,0.0,44.800000000000004,fear
2021-06-17,13999.1298828125,14196.2099609375,13998.9296875,14161.349609375,4558280000,0.0,0.0,42.03333333333334,fear
2021-06-18,14096.9296875,14129.2197265625,14009.0400390625,14030.3798828125,6126070000,0.0,0.0,31.600000000000005,fear
2021-06-21,14047.419921875,14150.7802734375,13960.0400390625,14141.48046875,4562010000,0.0,0.0,32.46666666666666,fear
2021-06-22,14138.2900390625,14269.76953125,14121.0,14253.26953125,4433140000,0.0,0.0,32.800000000000004,fear
2021-06-23,14263.3798828125,14317.66015625,14246.2998046875,14271.73046875,4417470000,0.0,0.0,33.26666666666667,fear
2021-06-24,14357.26953125,14414.4599609375,14333.7001953125,14369.7099609375,4324620000,0.0,0.0,36.9,fear
2021-06-25,14400.8095703125,14409.080078125,14337.650390625,14360.3896484375,7468090000,0.0,0.0,41.63333333333333,fear
2021-06-28,14417.8095703125,14505.1904296875,14417.2001953125,14500.509765625,4283000000,0.0,0.0,41.43333333333334,fear
2021-06-29,14509.1904296875,14535.9697265625,14471.3798828125,14528.330078125,4901300000,0.0,0.0,39.833333333333336,fear
2021-06-30,14509.849609375,14526.8095703125,14478.0595703125,14503.9501953125,5293810000,0.0,0.0,38.00000000000001,fear
2021-07-01,14493.6904296875,14533.5498046875,14439.400390625,14522.3798828125,4410470000,0.0,0.0,38.666666666666664,fear
2021-07-02,14582.98046875,14649.1103515625,14555.33984375,14639.330078125,3751420000,0.0,0.0,38.66666666666667,fear
2021-07-06,14661.5498046875,14687.0,14529.7998046875,14663.6396484375,4489540000,0.0,0.0,33.300000000000004,fear
2021-07-07,14753.41015625,14755.330078125,14580.7900390625,14665.0595703125,4605630000,0.0,0.0,33.1,fear
2021-07-08,14409.2001953125,14610.0595703125,14371.58984375,14559.7802734375,4575010000,0.0,0.0,26.96666666666667,fear
2021-07-09,14578.4296875,14710.2001953125,14552.259765625,14701.919921875,3826500000,0.0,0.0,31.000000000000004,fear
2021-07-12,14743.8603515625,14761.080078125,14672.6298828125,14733.240234375,3897090000,0.0,0.0,31.7,fear
2021-07-13,14715.1298828125,14803.6796875,14660.1904296875,14677.650390625,4583460000,0.0,0.0,31.266666666666666,fear
2021-07-14,14780.900390625,14790.5498046875,14632.9501953125,14644.9501953125,4496220000,0.0,0.0,29.533333333333335,fear
2021-07-15,14635.7802734375,14650.3701171875,14451.7998046875,14543.1298828125,4512550000,0.0,0.0,27.33333333333334,fear
2021-07-16,14597.509765625,14623.01953125,14413.3203125,14427.240234375,4069530000,0.0,0.0,26.900000000000002,fear
2021-07-19,14235.98046875,14313.599609375,14178.66015625,14274.98046875,4537130000,0.0,0.0,8.983333333333334,extreme fear
2021-07-20,14330.4599609375,14555.75,14271.23046875,14498.8798828125,4652450000,0.0,0.0,20.066666666666666,extreme fear
2021-07-21,14508.75,14633.1396484375,14498.650390625,14631.9501953125,4098520000,0.0,0.0,24.2,extreme fear
2021-07-22,14652.7197265625,14694.1904296875,14617.8701171875,14684.599609375,3597540000,0.0,0.0,24.333333333333332,extreme fear
2021-07-23,14753.0595703125,14846.0595703125,14698.76953125,14836.990234375,3997250000,0.0,0.0,28.299999999999997,fear
2021-07-26,14821.0302734375,14863.650390625,14790.490234375,14840.7099609375,4437090000,0.0,0.0,30.900000000000002,fear
2021-07-27,14807.9501953125,14811.080078125,14503.759765625,14660.580078125,4329230000,0.0,0.0,27.166666666666668,fear
2021-07-28,14715.66015625,14798.8798828125,14645.6298828125,14762.580078125,4268210000,0.0,0.0,27.46666666666667,fear
2021-07-29,14771.169921875,14833.740234375,14761.3798828125,14778.259765625,3928640000,0.0,0.0,29.233333333333334,fear
2021-07-30,14615.849609375,14728.7802734375,14615.849609375,14672.6796875,3645050000,0.0,0.0,25.76666666666667,fear
2021-08-02,14758.599609375,14770.41015625,14665.669921875,14681.0703125,3746130000,0.0,0.0,25.099999999999998,fear
2021-08-03,14713.990234375,14762.599609375,14584.08984375,14761.2900390625,4141370000,0.0,0.0,29.533333333333335,fear
2021-08-04,14747.2099609375,14812.3701171875,14734.1201171875,14780.5302734375,4337330000,0.0,0.0,28.633333333333336,fear
2021-08-05,14794.080078125,14896.4697265625,14776.0302734375,14895.1201171875,4107300000,0.0,0.0,29.633333333333336,fear
2021-08-06,14864.2197265625,14890.1796875,14788.58984375,14835.759765625,4173090000,0.0,0.0,31.866666666666664,fear
2021-08-09,14855.759765625,14883.8095703125,14802.6904296875,14860.1796875,4111640000,0.0,0.0,32.06666666666667,fear
2021-08-10,14887.75,14894.6103515625,14754.48046875,14788.08984375,3991770000,0.0,0.0,34.833333333333336,fear
2021-08-11,14834.3798828125,14842.5,14692.41015625,14765.1396484375,4002340000,0.0,0.0,37.93333333333334,fear
2021-08-12,14751.3603515625,14824.3095703125,14698.9404296875,14816.259765625,4049000000,0.0,0.0,43.13333333333333,fear
2021-08-13,14825.0703125,14850.6103515625,14797.2197265625,14822.900390625,4061070000,0.0,0.0,47.13333333333333,neutral
2021-08-16,14771.5302734375,14794.6796875,14610.01953125,14793.759765625,3973920000,0.0,0.0,44.866666666666674,fear
2021-08-17,14670.5595703125,14716.9501953125,14550.8798828125,14656.1796875,4168880000,0.0,0.0,31.7,fear
2021-08-18,14636.240234375,14697.25,14516.2998046875,14525.91015625,3841840000,0.0,0.0,18.2,extreme fear
2021-08-19,14423.16015625,14610.759765625,14423.16015625,14541.7900390625,4191490000,0.0,0.0,14.883333333333335,extreme fear
2021-08-20,14571.5302734375,14722.16015625,14571.5302734375,14714.66015625,3886340000,0.0,0.0,23.86666666666667,extreme fear
2021-08-23,14776.98046875,14963.4697265625,14776.98046875,14942.650390625,3906780000,0.0,0.0,30.433333333333334,fear
2021-08-24,14978.1396484375,15034.8896484375,14965.5400390625,15019.7998046875,3809750000,0.0,0.0,34.4,fear
2021-08-25,15039.0302734375,15059.4296875,15011.580078125,15041.8603515625,3654150000,0.0,0.0,36.03333333333333,fear
2021-08-26,15025.169921875,15059.6298828125,14939.5595703125,14945.8095703125,3630900000,0.0,0.0,36.833333333333336,fear
2021-08-27,14969.76953125,15144.48046875,14966.51953125,15129.5,4048610000,0.0,0.0,47.46666666666667,neutral
2021-08-30,15165.9404296875,15288.080078125,15165.1201171875,15265.8896484375,4061760000,0.0,0.0,47.86666666666667,neutral
2021-08-31,15262.8798828125,15278.9599609375,15202.669921875,15259.240234375,4188020000,0.0,0.0,47.23333333333333,neutral
2021-09-01,15308.98046875,15379.5,15302.1103515625,15309.3798828125,4271690000,0.0,0.0,43.13333333333333,fear
2021-09-02,15358.4697265625,15380.0703125,15285.349609375,15331.1796875,4050510000,0.0,0.0,44.166666666666664,fear
2021-09-03,15313.41015625,15375.5595703125,15283.669921875,15363.51953125,3706990000,0.0,0.0,44.06666666666666,fear
2021-09-07,15375.98046875,15403.4404296875,15343.2802734375,15374.330078125,4014250000,0.0,0.0,41.7,fear
2021-09-08,15360.349609375,15360.349609375,15206.6103515625,15286.6396484375,4131560000,0.0,0.0,38.56666666666667,fear
2021-09-09,15296.0595703125,15352.3798828125,15245.169921875,15248.25,4031140000,0.0,0.0,33.800000000000004,fear
2021-09-10,15332.919921875,15349.4697265625,15111.3095703125,15115.490234375,4587150000,0.0,0.0,20.600000000000005,extreme fear
2021-09-13,15211.4296875,15215.4404296875,15030.849609375,15105.580078125,4723370000,0.0,0.0,28.266666666666666,fear
2021-09-14,15168.4501953125,15181.1904296875,15008.2998046875,15037.759765625,4593140000,0.0,0.0,24.8,extreme fear
2021-09-15,15071.33984375,15174.3798828125,14984.6796875,15161.5302734375,4465140000,0.0,0.0,31.200000000000003,fear
2021-09-16,15120.08984375,15205.5,15047.1396484375,15181.919921875,3701500000,0.0,0.0,31.500000000000004,fear
2021-09-17,15163.3603515625,15166.5595703125,14998.73046875,15043.9697265625,6709540000,0.0,0.0,17.933333333333337,extreme fear
2021-09-20,14758.1396484375,14841.8203125,14530.0703125,14713.900390625,4879490000,0.0,0.0,11.100000000000001,extreme fear
2021-09-21,14803.3603515625,14847.0302734375,14696.4697265625,14746.400390625,4083010000,0.0,0.0,11.449999999999998,extreme fear
2021-09-22,14800.58984375,14950.1201171875,14767.009765625,14896.849609375,4252490000,0.0,0.0,20.033333333333335,extreme fear
2021-09-23,14960.0,15085.4404296875,14932.509765625,15052.240234375,4196130000,0.0,0.0,24.5,extreme fear
2021-09-24,14961.6103515625,15067.5595703125,14946.5703125,15047.7001953125,3992150000,0.0,0.0,23.83333333333334,extreme fear
2021-09-27,14954.1796875,15003.16015625,14864.9599609375,14969.9697265625,4650790000,0.0,0.0,24.766666666666666,extreme fear
2021-09-28,14787.2099609375,14817.740234375,14539.8798828125,14546.6796875,4989510000,0.0,0.0,12.466666666666669,extreme fear
2021-09-29,14614.8798828125,14676.6201171875,14493.669921875,14512.4404296875,5294600000,0.0,0.0,12.483333333333334,extreme fear
2021-09-30,14582.599609375,14632.3603515625,14444.2998046875,14448.580078125,5950950000,0.0,0.0,9.966666666666667,extreme fear
2021-10-01,14494.9296875,14606.8203125,14324.009765625,14566.7001953125,4710720000,0.0,0.0,18.333333333333332,extreme fear
2021-10-04,14493.1201171875,14499.740234375,14181.6904296875,14255.48046875,4557110000,0.0,0.0,9.500000000000002,extreme fear
2021-10-05,14312.8603515625,14508.650390625,14299.7802734375,14433.830078125,4176390000,0.0,0.0,18.766666666666666,extreme fear
2021-10-06,14289.4501953125,14509.5498046875,14259.0703125,14501.91015625,4465910000,0.0,0.0,20.066666666666666,extreme fear
2021-10-07,14631.7998046875,14755.7197265625,14615.1396484375,14654.01953125,3984180000,0.0,0.0,24.600000000000005,extreme fear
2021-10-08,14694.7197265625,14699.91015625,14569.6796875,14579.5400390625,3571380000,0.0,0.0,25.26666666666667,fear
2021-10-11,14540.080078125,14665.990234375,14482.6201171875,14486.2001953125,3539540000,0.0,0.0,25.900000000000002,fear
2021-10-12,14539.08984375,14552.7099609375,14441.599609375,14465.919921875,4063830000,0.0,0.0,22.7,extreme fear
2021-10-13,14537.169921875,14589.2802734375,14471.8798828125,14571.6396484375,4053580000,0.0,0.0,24.100000000000005,extreme fear
2021-10-14,14717.5,14827.5595703125,14699.51953125,14823.4296875,4262400000,0.0,0.0,31.833333333333332,fear
2021-10-15,14891.240234375,14904.98046875,14847.9599609375,14897.33984375,4494440000,0.0,0.0,43.63333333333333,fear
2021-10-18,14839.740234375,15026.6796875,14833.2802734375,15021.8095703125,4167740000,0.0,0.0,46.56666666666666,neutral
2021-10-19,15073.1298828125,15137.849609375,15049.73046875,15129.08984375,4483400000,0.0,0.0,53.400000000000006,neutral
2021-10-20,15160.0,15178.3896484375,15071.150390625,15121.6796875,4117050000,0.0,0.0,56.56666666666667,greed
2021-10-21,15104.7998046875,15222.25,15094.1396484375,15215.7001953125,4961860000,0.0,0.0,60.199999999999996,greed
2021-10-22,15158.0703125,15193.009765625,15021.01953125,15090.2001953125,5775770000,0.0,0.0,59.5,greed
2021-10-25,15142.919921875,15259.6298828125,15070.75,15226.7099609375,5750200000,0.0,0.0,62.96666666666667,greed
2021-10-26,15317.5,15384.0,15198.23046875,15235.7099609375,7173230000,0.0,0.0,63.03333333333334,greed
2021-10-27,15276.0,15364.5400390625,15235.83984375,15235.83984375,6130110000,0.0,0.0,58.333333333333336,greed
2021-10-28,15304.740234375,15452.2998046875,15290.3095703125,15448.1201171875,5714890000,0.0,0.0,64.4,greed
2021-10-29,15323.2900390625,15504.1201171875,15323.2900390625,15498.3896484375,5338290000,0.0,0.0,65.43333333333334,greed
2021-11-01,15541.259765625,15598.9501953125,15470.8203125,15595.919921875,5273950000,0.0,0.0,66.13333333333334,greed
2021-11-02,15583.98046875,15656.599609375,15569.26953125,15649.599609375,5129370000,0.0,0.0,68.26666666666667,greed
2021-11-03,15658.51953125,15821.5703125,15616.4404296875,15811.580078125,5325110000,0.0,0.0,72.2,greed
2021-11-04,15849.740234375,15966.08984375,15827.66015625,15940.3095703125,5297250000,0.0,0.0,72.43333333333334,greed
2021-11-05,16003.5595703125,16053.3896484375,15900.7802734375,15971.58984375,5566400000,0.0,0.0,73.60000000000001,greed
2021-11-08,15995.7197265625,16038.23046875,15961.8095703125,15982.3603515625,5723650000,0.0,0.0,74.53333333333335,greed
2021-11-09,16024.1298828125,16035.2099609375,15836.6796875,15886.5400390625,5574660000,0.0,0.0,77.17142857142858,extreme greed
2021-11-10,15753.83984375,15867.240234375,15543.6796875,15622.7099609375,5369110000,0.0,0.0,73.08571428571429,greed
2021-11-11,15752.080078125,15768.0302734375,15695.76953125,15704.2802734375,4570460000,0.0,0.0,72.22857142857143,greed
2021-11-12,15752.6201171875,15874.5703125,15705.3798828125,15860.9599609375,5446540000,0.0,0.0,74.0,greed
2021-11-15,15894.8203125,15918.4501953125,15778.3095703125,15853.849609375,5020180000,0.0,0.0,71.62857142857145,greed
2021-11-16,15840.3203125,15989.6103515625,15825.0,15973.8603515625,5533020000,0.0,0.0,72.48571428571428,greed
2021-11-17,15973.6201171875,15998.5703125,15909.3896484375,15921.5703125,5049320000,0.0,0.0,69.2,greed
2021-11-18,15973.3896484375,16010.8798828125,15848.830078125,15993.7099609375,5391360000,0.0,0.0,70.14285714285715,greed
2021-11-19,16042.16015625,16121.1201171875,16017.23046875,16057.4404296875,4875310000,0.0,0.0,62.77142857142859,greed
2021-11-22,16120.919921875,16212.23046875,15851.0400390625,15854.759765625,5567830000,0.0,0.0,60.0,greed
2021-11-23,15809.5,15895.8603515625,15601.4599609375,15775.1396484375,5434380000,0.0,0.0,60.371428571428574,greed
2021-11-24,15677.8798828125,15848.5595703125,15591.3603515625,15845.23046875,4197090000,0.0,0.0,56.94285714285714,greed
2021-11-26,15664.3798828125,15731.5400390625,15456.08984375,15491.66015625,3502170000,0.0,0.0,31.25714285714286,fear
2021-11-29,15719.419921875,15833.1103515625,15644.6103515625,15782.830078125,4836230000,0.0,0.0,38.114285714285714,fear
2021-11-30,15716.5,15828.2001953125,15451.3896484375,15537.6904296875,6631470000,0.0,0.0,24.771428571428572,extreme fear
2021-12-01,15752.26953125,15816.8203125,15243.9296875,15254.0498046875,6320260000,0.0,0.0,25.357142857142858,fear
2021-12-02,15181.8203125,15444.5400390625,15150.1201171875,15381.3203125,5418340000,0.0,0.0,22.928571428571427,extreme fear
2021-12-03,15428.7099609375,15470.3603515625,14931.0595703125,15085.4697265625,5900290000,0.0,0.0,20.157142857142862,extreme fear
2021-12-06,15117.6298828125,15281.990234375,14931.6103515625,15225.150390625,5115230000,0.0,0.0,21.25714285714286,extreme fear
2021-12-07,15510.91015625,15720.08984375,15507.66015625,15686.919921875,5116490000,0.0,0.0,37.88571428571429,fear
2021-12-08,15690.650390625,15792.6396484375,15618.8798828125,15786.990234375,4615390000,0.0,0.0,41.314285714285724,fear
2021-12-09,15720.5400390625,15796.0498046875,15511.1201171875,15517.3701171875,4515600000,0.0,0.0,36.85714285714287,fear
2021-12-10,15629.58984375,15677.599609375,15477.849609375,15630.599609375,4426210000,0.0,0.0,42.0,fear
2021-12-13,15621.26953125,15637.0595703125,15408.25,15413.2802734375,4573920000,0.0,0.0,35.4,fear
2021-12-14,15215.9599609375,15317.5498046875,15097.349609375,15237.6396484375,4865990000,0.0,0.0,31.542857142857144,fear
2021-12-15,15230.7099609375,15575.759765625,15055.23046875,15565.580078125,5343920000,0.0,0.0,37.800000000000004,fear
2021-12-16,15629.080078125,15633.1904296875,15119.490234375,15180.4296875,4906480000,0.0,0.0,33.57142857142858,fear
2021-12-17,15036.76953125,15288.7802734375,14960.3701171875,15169.6796875,7668770000,0.0,0.0,32.51428571428572,fear
2021-12-20,14933.0,15007.2998046875,14860.0400390625,14980.9404296875,4602640000,0.0,0.0,29.428571428571427,fear
2021-12-21,15140.4296875,15349.0595703125,15015.0302734375,15341.08984375,4581720000,0.0,0.0,34.028571428571425,fear
2021-12-22,15319.16015625,15525.9697265625,15303.0595703125,15521.8896484375,4107900000,0.0,0.0,39.542857142857144,fear
2021-12-23,15544.7900390625,15697.98046875,15528.91015625,15653.3701171875,3935010000,0.0,0.0,50.48571428571428,neutral
2021-12-27,15696.830078125,15871.400390625,15696.830078125,15871.259765625,3743920000,0.0,0.0,56.39999999999999,greed
2021-12-28,15895.2001953125,15901.4697265625,15757.0703125,15781.7197265625,3648500000,0.0,0.0,62.971428571428575,greed
2021-12-29,15794.919921875,15821.8095703125,15679.849609375,15766.2197265625,3714380000,0.0,0.0,64.02857142857144,greed
2021-12-30,15758.98046875,15868.08984375,15729.16015625,15741.5595703125,3750920000,0.0,0.0,63.97142857142858,greed
2021-12-31,15722.91015625,15777.4296875,15643.9404296875,15644.9697265625,3392580000,0.0,0.0,62.54285714285715,greed
2022-01-03,15732.5,15832.7998046875,15644.08984375,15832.7998046875,4429960000,0.0,0.0,65.22857142857144,greed
2022-01-04,15852.1396484375,15852.1396484375,15512.41015625,15622.7197265625,5131110000,0.0,0.0,64.25714285714285,greed
2022-01-05,15547.16015625,15586.2998046875,15095.1796875,15100.169921875,5031850000,0.0,0.0,51.02857142857143,neutral
2022-01-06,15024.150390625,15198.4501953125,14914.8701171875,15080.8603515625,4790820000,0.0,0.0,52.142857142857146,neutral
2022-01-07,15095.7197265625,15171.01953125,14877.6298828125,14935.900390625,4238070000,0.0,0.0,49.25714285714287,neutral
2022-01-10,14751.7802734375,14953.849609375,14530.23046875,14942.830078125,5317180000,0.0,0.0,51.142857142857146,neutral
2022-01-11,14919.259765625,15158.7099609375,14837.6298828125,15153.4501953125,4390710000,0.0,0.0,56.114285714285714,greed
2022-01-12,15263.099609375,15319.0302734375,15117.2900390625,15188.3896484375,4338530000,0.0,0.0,55.94285714285714,greed
2022-01-13,15245.0400390625,15259.7099609375,14782.240234375,14806.8095703125,4302020000,0.0,0.0,52.17142857142857,neutral
2022-01-14,14708.01953125,14897.6796875,14689.4296875,14893.75,4374020000,0.0,0.0,55.800000000000004,greed
2022-01-18,14681.830078125,14740.5400390625,14482.9404296875,14506.900390625,5060790000,0.0,0.0,53.714285714285715,neutral
2022-01-19,14582.2197265625,14658.8896484375,14331.650390625,14340.259765625,4665340000,0.0,0.0,44.82857142857143,fear
2022-01-20,14462.849609375,14642.0302734375,14140.7802734375,14154.01953125,5102050000,0.0,0.0,39.142857142857146,fear
2022-01-21,14046.2197265625,14171.7197265625,13764.240234375,13768.919921875,5870830000,0.0,0.0,26.728571428571428,fear
2022-01-24,13481.5,13876.6103515625,13094.650390625,13855.1298828125,6998770000,0.0,0.0,23.128571428571433,extreme fear
2022-01-25,13610.8701171875,13781.6201171875,13414.1396484375,13539.2900390625,5019380000,0.0,0.0,20.88571428571429,extreme fear
